location,date,variant,num_sequences,perc_sequences,num_sequences_total
Bangladesh,2021-02-08,Epsilon,,,42
Bangladesh,2021-02-08,Eta,0,0.0,42
Bangladesh,2021-02-08,Iota,,,42
Bangladesh,2021-02-08,Lambda,,,42
Bangladesh,2021-02-08,B.1.621,,,42
Bangladesh,2021-02-08,S:677P.Pelican,,,42
Bangladesh,2021-02-08,S:677H.Robin1,,,42
Bangladesh,2021-02-08,others,35,83.33,42
Bangladesh,2021-02-08,non_who,35,83.33,42
Bangladesh,2021-02-22,B.1.160,,,35
Bangladesh,2021-02-22,B.1.620,,,35
Bangladesh,2021-02-22,B.1.258,,,35
Bangladesh,2021-02-22,B.1.221,,,35
Bangladesh,2021-02-22,B.1.1.302,,,35
Bangladesh,2021-02-22,B.1.1.277,,,35
Bangladesh,2021-02-22,B.1.1.519,,,35
Bangladesh,2021-02-22,B.1.367,,,35
Bangladesh,2021-02-22,B.1.177,,,35
Bangladesh,2021-02-22,Beta,4,11.43,35
Bangladesh,2021-02-22,Alpha,11,31.43,35
Bangladesh,2021-02-22,Gamma,1,2.86,35
Bangladesh,2021-02-22,Delta,0,0.0,35
Bangladesh,2021-02-22,Kappa,,,35
Bangladesh,2021-02-22,Epsilon,,,35
Bangladesh,2021-02-22,Eta,0,0.0,35
Bangladesh,2021-02-22,Iota,,,35
Bangladesh,2021-02-22,Lambda,,,35
Bangladesh,2021-02-22,B.1.621,,,35
Bangladesh,2021-02-22,S:677P.Pelican,,,35
Bangladesh,2021-02-22,S:677H.Robin1,,,35
Bangladesh,2021-02-22,others,19,54.28,35
Bangladesh,2021-02-22,non_who,19,54.28,35
Bangladesh,2021-03-22,B.1.160,,,155
Bangladesh,2021-03-22,B.1.620,,,155
Bangladesh,2021-03-22,B.1.258,,,155
Bangladesh,2021-03-22,B.1.221,,,155
Bangladesh,2021-03-22,B.1.1.302,,,155
Bangladesh,2021-03-22,B.1.1.277,,,155
Bangladesh,2021-03-22,B.1.1.519,,,155
Bangladesh,2021-03-22,B.1.367,,,155
Bangladesh,2021-03-22,B.1.177,,,155
Bangladesh,2021-03-22,Beta,106,68.39,155
Bangladesh,2021-03-22,Alpha,18,11.61,155
Bangladesh,2021-03-22,Gamma,0,0.0,155
Bangladesh,2021-03-22,Delta,0,0.0,155
Bangladesh,2021-03-22,Kappa,,,155
Bangladesh,2021-03-22,Epsilon,,,155
Bangladesh,2021-03-22,Eta,7,4.52,155
Bangladesh,2021-03-22,Iota,,,155
Bangladesh,2021-03-22,Lambda,,,155
Bangladesh,2021-03-22,B.1.621,,,155
Bangladesh,2021-03-22,S:677P.Pelican,,,155
Bangladesh,2021-03-22,S:677H.Robin1,,,155
Bangladesh,2021-03-22,others,24,15.48,155
Bangladesh,2021-03-22,non_who,24,15.48,155
Bangladesh,2021-04-05,B.1.160,,,81
Bangladesh,2021-04-05,B.1.620,,,81
Bangladesh,2021-04-05,B.1.258,,,81
Bangladesh,2021-04-05,B.1.221,,,81
Bangladesh,2021-04-05,B.1.1.302,,,81
Bangladesh,2021-04-05,B.1.1.277,,,81
Bangladesh,2021-04-05,B.1.1.519,,,81
Bangladesh,2021-04-05,B.1.367,,,81
Bangladesh,2021-04-05,B.1.177,,,81
Bangladesh,2021-04-05,Beta,56,69.14,81
Bangladesh,2021-04-05,Alpha,16,19.75,81
Bangladesh,2021-04-05,Gamma,0,0.0,81
Bangladesh,2021-04-05,Delta,0,0.0,81
Bangladesh,2021-04-05,Kappa,,,81
Bangladesh,2021-04-05,Epsilon,,,81
Bangladesh,2021-04-05,Eta,2,2.47,81
Bangladesh,2021-04-05,Iota,,,81
Bangladesh,2021-04-05,Lambda,,,81
Bangladesh,2021-04-05,B.1.621,,,81
Bangladesh,2021-04-05,S:677P.Pelican,,,81
Bangladesh,2021-04-05,S:677H.Robin1,,,81
Bangladesh,2021-04-05,others,7,8.64,81
Bangladesh,2021-04-05,non_who,7,8.64,81
Bangladesh,2021-04-19,B.1.160,,,129
Bangladesh,2021-04-19,B.1.620,,,129
Bangladesh,2021-04-19,B.1.258,,,129
Bangladesh,2021-04-19,B.1.221,,,129
Bangladesh,2021-04-19,B.1.1.302,,,129
Bangladesh,2021-04-19,B.1.1.277,,,129
Bangladesh,2021-04-19,B.1.1.519,,,129
Bangladesh,2021-04-19,B.1.367,,,129
Bangladesh,2021-04-19,B.1.177,,,129
Bangladesh,2021-04-19,Beta,112,86.82,129
Bangladesh,2021-04-19,Alpha,5,3.88,129
Bangladesh,2021-04-19,Gamma,0,0.0,129
Bangladesh,2021-04-19,Delta,0,0.0,129
Bangladesh,2021-04-19,Kappa,,,129
Bangladesh,2021-04-19,Epsilon,,,129
Bangladesh,2021-04-19,Eta,5,3.88,129
Bangladesh,2021-04-19,Iota,,,129
Bangladesh,2021-04-19,Lambda,,,129
Bangladesh,2021-04-19,B.1.621,,,129
Bangladesh,2021-04-19,S:677P.Pelican,,,129
Bangladesh,2021-04-19,S:677H.Robin1,,,129
Bangladesh,2021-04-19,others,7,5.42,129
Bangladesh,2021-04-19,non_who,7,5.42,129
Bangladesh,2021-05-03,B.1.160,,,56
Bangladesh,2021-05-03,B.1.620,,,56
Bangladesh,2021-05-03,B.1.258,,,56
Bangladesh,2021-05-03,B.1.221,,,56
Bangladesh,2021-05-03,B.1.1.302,,,56
Bangladesh,2021-05-03,B.1.1.277,,,56
Bangladesh,2021-05-03,B.1.1.519,,,56
Bangladesh,2021-05-03,B.1.367,,,56
Bangladesh,2021-05-03,B.1.177,,,56
Bangladesh,2021-05-03,Beta,34,60.71,56
Bangladesh,2021-05-03,Alpha,6,10.71,56
Bangladesh,2021-05-03,Gamma,0,0.0,56
Bangladesh,2021-05-03,Delta,10,17.86,56
Bangladesh,2021-05-03,Kappa,,,56
Bangladesh,2021-05-03,Epsilon,,,56
Bangladesh,2021-05-03,Eta,1,1.79,56
Bangladesh,2021-05-03,Iota,,,56
Bangladesh,2021-05-03,Lambda,,,56
Bangladesh,2021-05-03,B.1.621,,,56
Bangladesh,2021-05-03,S:677P.Pelican,,,56
Bangladesh,2021-05-03,S:677H.Robin1,,,56
Bangladesh,2021-05-03,others,5,8.93,56
Bangladesh,2021-05-03,non_who,5,8.93,56
Bangladesh,2021-05-17,B.1.160,,,56
Bangladesh,2021-05-17,B.1.620,,,56
Bangladesh,2021-05-17,B.1.258,,,56
Bangladesh,2021-05-17,B.1.221,,,56
Bangladesh,2021-05-17,B.1.1.302,,,56
Bangladesh,2021-05-17,B.1.1.277,,,56
Bangladesh,2021-05-17,B.1.1.519,,,56
Bangladesh,2021-05-17,B.1.367,,,56
Bangladesh,2021-05-17,B.1.177,,,56
Bangladesh,2021-05-17,Beta,25,44.64,56
Bangladesh,2021-05-17,Alpha,3,5.36,56
Bangladesh,2021-05-17,Gamma,0,0.0,56
Bangladesh,2021-05-17,Delta,23,41.07,56
Bangladesh,2021-05-17,Kappa,,,56
Bangladesh,2021-05-17,Epsilon,,,56
Bangladesh,2021-05-17,Eta,0,0.0,56
Bangladesh,2021-05-17,Iota,,,56
Bangladesh,2021-05-17,Lambda,,,56
Bangladesh,2021-05-17,B.1.621,,,56
Bangladesh,2021-05-17,S:677P.Pelican,,,56
Bangladesh,2021-05-17,S:677H.Robin1,,,56
Bangladesh,2021-05-17,others,5,8.93,56
Bangladesh,2021-05-17,non_who,5,8.93,56
Bangladesh,2021-05-31,B.1.160,,,83
Bangladesh,2021-05-31,B.1.620,,,83
Bangladesh,2021-05-31,B.1.258,,,83
Bangladesh,2021-05-31,B.1.221,,,83
Bangladesh,2021-05-31,B.1.1.302,,,83
Bangladesh,2021-05-31,B.1.1.277,,,83
Bangladesh,2021-05-31,B.1.1.519,,,83
Bangladesh,2021-05-31,B.1.367,,,83
Bangladesh,2021-05-31,B.1.177,,,83
Bangladesh,2021-05-31,Beta,35,42.17,83
Bangladesh,2021-05-31,Alpha,1,1.2,83
Bangladesh,2021-05-31,Gamma,0,0.0,83
Bangladesh,2021-05-31,Delta,38,45.78,83
Bangladesh,2021-05-31,Kappa,,,83
Bangladesh,2021-05-31,Epsilon,,,83
Bangladesh,2021-05-31,Eta,2,2.41,83
Bangladesh,2021-05-31,Iota,,,83
Bangladesh,2021-05-31,Lambda,,,83
Bangladesh,2021-05-31,B.1.621,,,83
Bangladesh,2021-05-31,S:677P.Pelican,,,83
Bangladesh,2021-05-31,S:677H.Robin1,,,83
Bangladesh,2021-05-31,others,7,8.44,83
Bangladesh,2021-05-31,non_who,7,8.44,83
Bangladesh,2021-06-14,B.1.160,,,54
Bangladesh,2021-06-14,B.1.620,,,54
Bangladesh,2021-06-14,B.1.258,,,54
Bangladesh,2021-06-14,B.1.221,,,54
Bangladesh,2021-06-14,B.1.1.302,,,54
Bangladesh,2021-06-14,B.1.1.277,,,54
Bangladesh,2021-06-14,B.1.1.519,,,54
Bangladesh,2021-06-14,B.1.367,,,54
Bangladesh,2021-06-14,B.1.177,,,54
Bangladesh,2021-06-14,Beta,10,18.52,54
Bangladesh,2021-06-14,Alpha,3,5.56,54
Bangladesh,2021-06-14,Gamma,0,0.0,54
Bangladesh,2021-06-14,Delta,39,72.22,54
Bangladesh,2021-06-14,Kappa,,,54
Bangladesh,2021-06-14,Epsilon,,,54
Bangladesh,2021-06-14,Eta,0,0.0,54
Bangladesh,2021-06-14,Iota,,,54
Bangladesh,2021-06-14,Lambda,,,54
Bangladesh,2021-06-14,B.1.621,,,54
Bangladesh,2021-06-14,S:677P.Pelican,,,54
Bangladesh,2021-06-14,S:677H.Robin1,,,54
Bangladesh,2021-06-14,others,2,3.7,54
Bangladesh,2021-06-14,non_who,2,3.7,54
Bangladesh,2021-06-28,B.1.160,,,81
Bangladesh,2021-06-28,B.1.620,,,81
Bangladesh,2021-06-28,B.1.258,,,81
Bangladesh,2021-06-28,B.1.221,,,81
Bangladesh,2021-06-28,B.1.1.302,,,81
Bangladesh,2021-06-28,B.1.1.277,,,81
Bangladesh,2021-06-28,B.1.1.519,,,81
Bangladesh,2021-06-28,B.1.367,,,81
Bangladesh,2021-06-28,B.1.177,,,81
Bangladesh,2021-06-28,Beta,1,1.23,81
Bangladesh,2021-06-28,Alpha,0,0.0,81
Bangladesh,2021-06-28,Gamma,0,0.0,81
Bangladesh,2021-06-28,Delta,74,91.36,81
Bangladesh,2021-06-28,Kappa,,,81
Bangladesh,2021-06-28,Epsilon,,,81
Bangladesh,2021-06-28,Eta,1,1.23,81
Bangladesh,2021-06-28,Iota,,,81
Bangladesh,2021-06-28,Lambda,,,81
Bangladesh,2021-06-28,B.1.621,,,81
Bangladesh,2021-06-28,S:677P.Pelican,,,81
Bangladesh,2021-06-28,S:677H.Robin1,,,81
Bangladesh,2021-06-28,others,5,6.18,81
Bangladesh,2021-06-28,non_who,5,6.18,81
Bangladesh,2021-07-12,B.1.160,,,62
Bangladesh,2021-07-12,B.1.620,,,62
Bangladesh,2021-07-12,B.1.258,,,62
Bangladesh,2021-07-12,B.1.221,,,62
Bangladesh,2021-07-12,B.1.1.302,,,62
Bangladesh,2021-07-12,B.1.1.277,,,62
Bangladesh,2021-07-12,B.1.1.519,,,62
Bangladesh,2021-07-12,B.1.367,,,62
Bangladesh,2021-07-12,B.1.177,,,62
Bangladesh,2021-07-12,Beta,0,0.0,62
Bangladesh,2021-07-12,Alpha,0,0.0,62
Bangladesh,2021-07-12,Gamma,0,0.0,62
Bangladesh,2021-07-12,Delta,62,100.0,62
Bangladesh,2021-07-12,Kappa,,,62
Bangladesh,2021-07-12,Epsilon,,,62
Bangladesh,2021-07-12,Eta,0,0.0,62
Bangladesh,2021-07-12,Iota,,,62
Bangladesh,2021-07-12,Lambda,,,62
Bangladesh,2021-07-12,B.1.621,,,62
Bangladesh,2021-07-12,S:677P.Pelican,,,62
Bangladesh,2021-07-12,S:677H.Robin1,,,62
Bangladesh,2021-07-12,others,0,0.0,62
Bangladesh,2021-07-12,non_who,0,0.0,62
Belgium,2020-05-11,B.1.160,0,0.0,125
Belgium,2020-05-11,B.1.620,0,0.0,125
Belgium,2020-05-11,B.1.258,0,0.0,125
Belgium,2020-05-11,B.1.221,0,0.0,125
Belgium,2020-05-11,B.1.1.302,,,125
Belgium,2020-05-11,B.1.1.277,0,0.0,125
Belgium,2020-05-11,B.1.1.519,0,0.0,125
Belgium,2020-05-11,B.1.367,0,0.0,125
Belgium,2020-05-11,B.1.177,0,0.0,125
Belgium,2020-05-11,Beta,0,0.0,125
Belgium,2020-05-11,Alpha,0,0.0,125
Belgium,2020-05-11,Gamma,0,0.0,125
Belgium,2020-05-11,Delta,0,0.0,125
Belgium,2020-05-11,Kappa,0,0.0,125
Belgium,2020-05-11,Epsilon,0,0.0,125
Belgium,2020-05-11,Eta,0,0.0,125
Belgium,2020-05-11,Iota,0,0.0,125
Belgium,2020-05-11,Lambda,0,0.0,125
Belgium,2020-05-11,B.1.621,0,0.0,125
Belgium,2020-05-11,S:677P.Pelican,,,125
Belgium,2020-05-11,S:677H.Robin1,,,125
Belgium,2020-05-11,others,125,100.0,125
Belgium,2020-05-11,non_who,125,100.0,125
Belgium,2020-05-25,B.1.160,0,0.0,64
Belgium,2020-05-25,B.1.620,0,0.0,64
Belgium,2020-05-25,B.1.258,0,0.0,64
Belgium,2020-05-25,B.1.221,0,0.0,64
Belgium,2020-05-25,B.1.1.302,,,64
Belgium,2020-05-25,B.1.1.277,0,0.0,64
Belgium,2020-05-25,B.1.1.519,0,0.0,64
Belgium,2020-05-25,B.1.367,0,0.0,64
Belgium,2020-05-25,B.1.177,0,0.0,64
Belgium,2020-05-25,Beta,0,0.0,64
Belgium,2020-05-25,Alpha,0,0.0,64
Belgium,2020-05-25,Gamma,0,0.0,64
Belgium,2020-05-25,Delta,0,0.0,64
Belgium,2020-05-25,Kappa,0,0.0,64
Belgium,2020-05-25,Epsilon,0,0.0,64
Belgium,2020-05-25,Eta,0,0.0,64
Belgium,2020-05-25,Iota,0,0.0,64
Belgium,2020-05-25,Lambda,0,0.0,64
Belgium,2020-05-25,B.1.621,0,0.0,64
Belgium,2020-05-25,S:677P.Pelican,,,64
Belgium,2020-05-25,S:677H.Robin1,,,64
Belgium,2020-05-25,others,64,100.0,64
Belgium,2020-05-25,non_who,64,100.0,64
Belgium,2020-06-22,B.1.160,0,0.0,38
Belgium,2020-06-22,B.1.620,0,0.0,38
Belgium,2020-06-22,B.1.258,0,0.0,38
Belgium,2020-06-22,B.1.221,0,0.0,38
Belgium,2020-06-22,B.1.1.302,,,38
Belgium,2020-06-22,B.1.1.277,0,0.0,38
Belgium,2020-06-22,B.1.1.519,0,0.0,38
Belgium,2020-06-22,B.1.367,0,0.0,38
Belgium,2020-06-22,B.1.177,0,0.0,38
Belgium,2020-06-22,Beta,0,0.0,38
Belgium,2020-06-22,Alpha,0,0.0,38
Belgium,2020-06-22,Gamma,0,0.0,38
Belgium,2020-06-22,Delta,0,0.0,38
Belgium,2020-06-22,Kappa,0,0.0,38
Belgium,2020-06-22,Epsilon,0,0.0,38
Belgium,2020-06-22,Eta,0,0.0,38
Belgium,2020-06-22,Iota,0,0.0,38
Belgium,2020-06-22,Lambda,0,0.0,38
Belgium,2020-06-22,B.1.621,0,0.0,38
Belgium,2020-06-22,S:677P.Pelican,,,38
Belgium,2020-06-22,S:677H.Robin1,,,38
Belgium,2020-06-22,others,38,100.0,38
Belgium,2020-06-22,non_who,38,100.0,38
Belgium,2020-07-06,B.1.160,0,0.0,39
Belgium,2020-07-06,B.1.620,0,0.0,39
Belgium,2020-07-06,B.1.258,0,0.0,39
Belgium,2020-07-06,B.1.221,1,2.56,39
Belgium,2020-07-06,B.1.1.302,,,39
Belgium,2020-07-06,B.1.1.277,0,0.0,39
Belgium,2020-07-06,B.1.1.519,0,0.0,39
Belgium,2020-07-06,B.1.367,0,0.0,39
Belgium,2020-07-06,B.1.177,0,0.0,39
Belgium,2020-07-06,Beta,0,0.0,39
Belgium,2020-07-06,Alpha,0,0.0,39
Belgium,2020-07-06,Gamma,0,0.0,39
Belgium,2020-07-06,Delta,0,0.0,39
Belgium,2020-07-06,Kappa,0,0.0,39
Belgium,2020-07-06,Epsilon,0,0.0,39
Belgium,2020-07-06,Eta,0,0.0,39
Belgium,2020-07-06,Iota,0,0.0,39
Belgium,2020-07-06,Lambda,0,0.0,39
Belgium,2020-07-06,B.1.621,0,0.0,39
Belgium,2020-07-06,S:677P.Pelican,,,39
Belgium,2020-07-06,S:677H.Robin1,,,39
Belgium,2020-07-06,others,38,97.44,39
Belgium,2020-07-06,non_who,39,100.0,39
Belgium,2020-07-20,B.1.160,0,0.0,38
Belgium,2020-07-20,B.1.620,0,0.0,38
Belgium,2020-07-20,B.1.258,0,0.0,38
Belgium,2020-07-20,B.1.221,3,7.89,38
Belgium,2020-07-20,B.1.1.302,,,38
Belgium,2020-07-20,B.1.1.277,0,0.0,38
Belgium,2020-07-20,B.1.1.519,0,0.0,38
Belgium,2020-07-20,B.1.367,0,0.0,38
Belgium,2020-07-20,B.1.177,1,2.63,38
Belgium,2020-07-20,Beta,0,0.0,38
Belgium,2020-07-20,Alpha,0,0.0,38
Belgium,2020-07-20,Gamma,0,0.0,38
Belgium,2020-07-20,Delta,0,0.0,38
Belgium,2020-07-20,Kappa,0,0.0,38
Belgium,2020-07-20,Epsilon,0,0.0,38
Belgium,2020-07-20,Eta,0,0.0,38
Belgium,2020-07-20,Iota,0,0.0,38
Belgium,2020-07-20,Lambda,0,0.0,38
Belgium,2020-07-20,B.1.621,0,0.0,38
Belgium,2020-07-20,S:677P.Pelican,,,38
Belgium,2020-07-20,S:677H.Robin1,,,38
Belgium,2020-07-20,others,34,89.48,38
Belgium,2020-07-20,non_who,38,100.0,38
Belgium,2020-08-03,B.1.160,1,0.68,146
Belgium,2020-08-03,B.1.620,0,0.0,146
Belgium,2020-08-03,B.1.258,1,0.68,146
Belgium,2020-08-03,B.1.221,40,27.4,146
Belgium,2020-08-03,B.1.1.302,,,146
Belgium,2020-08-03,B.1.1.277,0,0.0,146
Belgium,2020-08-03,B.1.1.519,0,0.0,146
Belgium,2020-08-03,B.1.367,0,0.0,146
Belgium,2020-08-03,B.1.177,9,6.16,146
Belgium,2020-08-03,Beta,0,0.0,146
Belgium,2020-08-03,Alpha,0,0.0,146
Belgium,2020-08-03,Gamma,0,0.0,146
Belgium,2020-08-03,Delta,0,0.0,146
Belgium,2020-08-03,Kappa,0,0.0,146
Belgium,2020-08-03,Epsilon,0,0.0,146
Belgium,2020-08-03,Eta,0,0.0,146
Belgium,2020-08-03,Iota,0,0.0,146
Belgium,2020-08-03,Lambda,0,0.0,146
Belgium,2020-08-03,B.1.621,0,0.0,146
Belgium,2020-08-03,S:677P.Pelican,,,146
Belgium,2020-08-03,S:677H.Robin1,,,146
Belgium,2020-08-03,others,95,65.08,146
Belgium,2020-08-03,non_who,146,100.0,146
Belgium,2020-08-17,B.1.160,0,0.0,130
Belgium,2020-08-17,B.1.620,0,0.0,130
Belgium,2020-08-17,B.1.258,0,0.0,130
Belgium,2020-08-17,B.1.221,52,40.0,130
Belgium,2020-08-17,B.1.1.302,,,130
Belgium,2020-08-17,B.1.1.277,0,0.0,130
Belgium,2020-08-17,B.1.1.519,0,0.0,130
Belgium,2020-08-17,B.1.367,0,0.0,130
Belgium,2020-08-17,B.1.177,2,1.54,130
Belgium,2020-08-17,Beta,0,0.0,130
Belgium,2020-08-17,Alpha,0,0.0,130
Belgium,2020-08-17,Gamma,0,0.0,130
Belgium,2020-08-17,Delta,0,0.0,130
Belgium,2020-08-17,Kappa,0,0.0,130
Belgium,2020-08-17,Epsilon,0,0.0,130
Belgium,2020-08-17,Eta,0,0.0,130
Belgium,2020-08-17,Iota,0,0.0,130
Belgium,2020-08-17,Lambda,0,0.0,130
Belgium,2020-08-17,B.1.621,0,0.0,130
Belgium,2020-08-17,S:677P.Pelican,,,130
Belgium,2020-08-17,S:677H.Robin1,,,130
Belgium,2020-08-17,others,76,58.46,130
Belgium,2020-08-17,non_who,130,100.0,130
Belgium,2020-08-31,B.1.160,4,7.41,54
Belgium,2020-08-31,B.1.620,0,0.0,54
Belgium,2020-08-31,B.1.258,2,3.7,54
Belgium,2020-08-31,B.1.221,28,51.85,54
Belgium,2020-08-31,B.1.1.302,,,54
Belgium,2020-08-31,B.1.1.277,0,0.0,54
Belgium,2020-08-31,B.1.1.519,0,0.0,54
Belgium,2020-08-31,B.1.367,2,3.7,54
Belgium,2020-08-31,B.1.177,0,0.0,54
Belgium,2020-08-31,Beta,0,0.0,54
Belgium,2020-08-31,Alpha,0,0.0,54
Belgium,2020-08-31,Gamma,0,0.0,54
Belgium,2020-08-31,Delta,0,0.0,54
Belgium,2020-08-31,Kappa,0,0.0,54
Belgium,2020-08-31,Epsilon,0,0.0,54
Belgium,2020-08-31,Eta,0,0.0,54
Belgium,2020-08-31,Iota,0,0.0,54
Belgium,2020-08-31,Lambda,0,0.0,54
Belgium,2020-08-31,B.1.621,0,0.0,54
Belgium,2020-08-31,S:677P.Pelican,,,54
Belgium,2020-08-31,S:677H.Robin1,,,54
Belgium,2020-08-31,others,18,33.34,54
Belgium,2020-08-31,non_who,54,100.0,54
Belgium,2020-09-14,B.1.160,7,8.14,86
Belgium,2020-09-14,B.1.620,0,0.0,86
Belgium,2020-09-14,B.1.258,0,0.0,86
Belgium,2020-09-14,B.1.221,30,34.88,86
Belgium,2020-09-14,B.1.1.302,,,86
Belgium,2020-09-14,B.1.1.277,0,0.0,86
Belgium,2020-09-14,B.1.1.519,0,0.0,86
Belgium,2020-09-14,B.1.367,4,4.65,86
Belgium,2020-09-14,B.1.177,9,10.47,86
Belgium,2020-09-14,Beta,0,0.0,86
Belgium,2020-09-14,Alpha,0,0.0,86
Belgium,2020-09-14,Gamma,0,0.0,86
Belgium,2020-09-14,Delta,0,0.0,86
Belgium,2020-09-14,Kappa,0,0.0,86
Belgium,2020-09-14,Epsilon,0,0.0,86
Belgium,2020-09-14,Eta,0,0.0,86
Belgium,2020-09-14,Iota,0,0.0,86
Belgium,2020-09-14,Lambda,0,0.0,86
Belgium,2020-09-14,B.1.621,0,0.0,86
Belgium,2020-09-14,S:677P.Pelican,,,86
Belgium,2020-09-14,S:677H.Robin1,,,86
Belgium,2020-09-14,others,36,41.86,86
Belgium,2020-09-14,non_who,86,100.0,86
Belgium,2020-09-28,B.1.160,61,25.21,242
Belgium,2020-09-28,B.1.620,0,0.0,242
Belgium,2020-09-28,B.1.258,2,0.83,242
Belgium,2020-09-28,B.1.221,43,17.77,242
Belgium,2020-09-28,B.1.1.302,,,242
Belgium,2020-09-28,B.1.1.277,1,0.41,242
Belgium,2020-09-28,B.1.1.519,0,0.0,242
Belgium,2020-09-28,B.1.367,2,0.83,242
Belgium,2020-09-28,B.1.177,37,15.29,242
Belgium,2020-09-28,Beta,0,0.0,242
Belgium,2020-09-28,Alpha,0,0.0,242
Belgium,2020-09-28,Gamma,0,0.0,242
Belgium,2020-09-28,Delta,0,0.0,242
Belgium,2020-09-28,Kappa,0,0.0,242
Belgium,2020-09-28,Epsilon,0,0.0,242
Belgium,2020-09-28,Eta,0,0.0,242
Belgium,2020-09-28,Iota,0,0.0,242
Belgium,2020-09-28,Lambda,0,0.0,242
Belgium,2020-09-28,B.1.621,0,0.0,242
Belgium,2020-09-28,S:677P.Pelican,,,242
Belgium,2020-09-28,S:677H.Robin1,,,242
Belgium,2020-09-28,others,96,39.66,242
Belgium,2020-09-28,non_who,242,100.0,242
Belgium,2020-10-12,B.1.160,53,42.06,126
Belgium,2020-10-12,B.1.620,0,0.0,126
Belgium,2020-10-12,B.1.258,0,0.0,126
Belgium,2020-10-12,B.1.221,18,14.29,126
Belgium,2020-10-12,B.1.1.302,,,126
Belgium,2020-10-12,B.1.1.277,0,0.0,126
Belgium,2020-10-12,B.1.1.519,0,0.0,126
Belgium,2020-10-12,B.1.367,0,0.0,126
Belgium,2020-10-12,B.1.177,33,26.19,126
Belgium,2020-10-12,Beta,0,0.0,126
Belgium,2020-10-12,Alpha,0,0.0,126
Belgium,2020-10-12,Gamma,0,0.0,126
Belgium,2020-10-12,Delta,0,0.0,126
Belgium,2020-10-12,Kappa,0,0.0,126
Belgium,2020-10-12,Epsilon,0,0.0,126
Belgium,2020-10-12,Eta,0,0.0,126
Belgium,2020-10-12,Iota,0,0.0,126
Belgium,2020-10-12,Lambda,0,0.0,126
Belgium,2020-10-12,B.1.621,0,0.0,126
Belgium,2020-10-12,S:677P.Pelican,,,126
Belgium,2020-10-12,S:677H.Robin1,,,126
Belgium,2020-10-12,others,22,17.46,126
Belgium,2020-10-12,non_who,126,100.0,126
Belgium,2020-10-26,B.1.160,129,37.83,341
Belgium,2020-10-26,B.1.620,0,0.0,341
Belgium,2020-10-26,B.1.258,0,0.0,341
Belgium,2020-10-26,B.1.221,95,27.86,341
Belgium,2020-10-26,B.1.1.302,,,341
Belgium,2020-10-26,B.1.1.277,0,0.0,341
Belgium,2020-10-26,B.1.1.519,0,0.0,341
Belgium,2020-10-26,B.1.367,0,0.0,341
Belgium,2020-10-26,B.1.177,73,21.41,341
Belgium,2020-10-26,Beta,0,0.0,341
Belgium,2020-10-26,Alpha,0,0.0,341
Belgium,2020-10-26,Gamma,0,0.0,341
Belgium,2020-10-26,Delta,0,0.0,341
Belgium,2020-10-26,Kappa,0,0.0,341
Belgium,2020-10-26,Epsilon,0,0.0,341
Belgium,2020-10-26,Eta,0,0.0,341
Belgium,2020-10-26,Iota,0,0.0,341
Belgium,2020-10-26,Lambda,0,0.0,341
Belgium,2020-10-26,B.1.621,0,0.0,341
Belgium,2020-10-26,S:677P.Pelican,,,341
Belgium,2020-10-26,S:677H.Robin1,,,341
Belgium,2020-10-26,others,44,12.9,341
Belgium,2020-10-26,non_who,341,100.0,341
Belgium,2020-11-09,B.1.160,55,28.95,190
Belgium,2020-11-09,B.1.620,0,0.0,190
Belgium,2020-11-09,B.1.258,23,12.11,190
Belgium,2020-11-09,B.1.221,68,35.79,190
Belgium,2020-11-09,B.1.1.302,,,190
Belgium,2020-11-09,B.1.1.277,0,0.0,190
Belgium,2020-11-09,B.1.1.519,0,0.0,190
Belgium,2020-11-09,B.1.367,0,0.0,190
Belgium,2020-11-09,B.1.177,18,9.47,190
Belgium,2020-11-09,Beta,0,0.0,190
Belgium,2020-11-09,Alpha,0,0.0,190
Belgium,2020-11-09,Gamma,0,0.0,190
Belgium,2020-11-09,Delta,0,0.0,190
Belgium,2020-11-09,Kappa,0,0.0,190
Belgium,2020-11-09,Epsilon,0,0.0,190
Belgium,2020-11-09,Eta,0,0.0,190
Belgium,2020-11-09,Iota,0,0.0,190
Belgium,2020-11-09,Lambda,0,0.0,190
Belgium,2020-11-09,B.1.621,0,0.0,190
Belgium,2020-11-09,S:677P.Pelican,,,190
Belgium,2020-11-09,S:677H.Robin1,,,190
Belgium,2020-11-09,others,26,13.68,190
Belgium,2020-11-09,non_who,190,100.0,190
Belgium,2020-11-23,B.1.160,54,22.88,236
Belgium,2020-11-23,B.1.620,0,0.0,236
Belgium,2020-11-23,B.1.258,35,14.83,236
Belgium,2020-11-23,B.1.221,73,30.93,236
Belgium,2020-11-23,B.1.1.302,,,236
Belgium,2020-11-23,B.1.1.277,0,0.0,236
Belgium,2020-11-23,B.1.1.519,0,0.0,236
Belgium,2020-11-23,B.1.367,0,0.0,236
Belgium,2020-11-23,B.1.177,53,22.46,236
Belgium,2020-11-23,Beta,0,0.0,236
Belgium,2020-11-23,Alpha,0,0.0,236
Belgium,2020-11-23,Gamma,0,0.0,236
Belgium,2020-11-23,Delta,0,0.0,236
Belgium,2020-11-23,Kappa,0,0.0,236
Belgium,2020-11-23,Epsilon,0,0.0,236
Belgium,2020-11-23,Eta,0,0.0,236
