iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
SWZ,Africa,Eswatini,2021-06-28,19084.0,49.0,36.143,678.0,0.0,0.143,16449.399,42.235,31.153,584.4,0.0,0.123,1.32,,,,,,,,,,,,,,,,,,47623.0,37231.0,10392.0,827.0,601.0,4.1,3.21,0.9,518.0,59.26,1160164.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,
ETH,Africa,Ethiopia,2021-06-28,275974.0,39.0,93.714,4315.0,1.0,4.143,2400.534,0.339,0.815,37.534,0.009,0.036,0.76,,,,,,,,,4525.0,2839867.0,24.702,0.039,4501.0,0.039,0.026,38.1,tests performed,1989297.0,,,395.0,1906.0,1.73,,,17.0,43.52,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,
OWID_EUR,,Europe,2021-06-28,48131526.0,61480.0,50324.429,1102941.0,898.0,999.286,64288.51,82.118,67.218,1473.181,1.199,1.335,,,,,,,,,,,,,,,,,,,488537418.0,300638792.0,198249223.0,1949681.0,4266854.0,65.25,40.16,26.48,5699.0,,748680069.0,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021-06-28,32698789.0,15744.0,12324.143,738554.0,247.0,336.286,73493.792,35.386,27.7,1659.974,0.555,0.756,,,,,,,,,,,,,,,,,,,349748960.0,220408495.0,139673612.0,1588297.0,3265511.0,78.61,49.54,31.39,7340.0,,444919060.0,,,,,,,,,,,,,,,
FRO,Europe,Faeroe Islands,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46082.0,27434.0,18648.0,626.0,658.0,94.3,56.14,38.16,13466.0,38.89,48865.0,35.308,,,,,,,,,,,,80.67,,
FJI,Oceania,Fiji,2021-06-28,3832.0,241.0,248.857,17.0,2.0,1.429,4274.667,268.84,277.605,18.964,2.231,1.594,1.56,,,,,,,,,,,,,,,,,,274008.0,256018.0,17990.0,,4886.0,30.57,28.56,2.01,5450.0,67.59,896444.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,
FIN,Europe,Finland,2021-06-28,95168.0,84.0,112.714,969.0,0.0,0.286,17176.113,15.16,20.343,174.887,0.0,0.052,0.9,12.0,2.166,43.0,7.761,,,,,12081.0,5364579.0,968.21,2.18,11902.0,2.148,0.007,147.2,tests performed,4200712.0,3219935.0,980777.0,19.0,40542.0,75.82,58.11,17.7,7317.0,47.69,5540718.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,
FRA,Europe,France,2021-06-28,5832490.0,518.0,1843.714,111174.0,44.0,33.429,86325.089,7.667,27.288,1645.456,0.651,0.495,0.62,1703.0,25.206,10518.0,155.674,297.073,4.397,1296.683,19.192,313314.0,,,4.637,257756.0,3.815,0.009,111.1,people tested,52261510.0,33322155.0,19478744.0,518515.0,572151.0,77.35,49.32,28.83,8468.0,48.15,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,
PYF,Oceania,French Polynesia,2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125484.0,67913.0,57571.0,,945.0,44.67,24.18,20.49,3364.0,,280904.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,
GAB,Africa,Gabon,2021-06-28,24984.0,0.0,17.143,159.0,0.0,0.143,11225.091,0.0,7.702,71.437,0.0,0.064,0.9,,,,,,,,,,867881.0,389.931,,,,,,samples tested,49346.0,37888.0,11458.0,,1432.0,2.22,1.7,0.51,643.0,67.59,2225728.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,
GMB,Africa,Gambia,2021-06-28,6069.0,0.0,3.429,181.0,0.0,0.0,2511.313,0.0,1.419,74.897,0.0,0.0,0.65,,,,,,,,,,,,,,,,,,41077.0,30688.0,10389.0,,18.0,1.7,1.27,0.43,7.0,33.33,2416664.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,
GEO,Asia,Georgia,2021-06-28,363874.0,352.0,676.143,5275.0,9.0,14.286,91215.352,88.239,169.494,1322.329,2.256,3.581,0.93,,,,,,,,,31000.0,5652000.0,1416.834,7.771,26571.0,6.661,0.025,40.8,tests performed,339415.0,248545.0,90870.0,5281.0,5258.0,8.51,6.23,2.28,1318.0,64.81,3989175.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,
DEU,Europe,Germany,2021-06-28,3734830.0,341.0,601.571,90826.0,58.0,49.857,44576.917,4.07,7.18,1084.05,0.692,0.595,0.52,927.0,11.064,,,,,249.841,2.982,,63743675.0,760.81,,101166.0,1.207,0.014,71.4,tests performed,72153878.0,44608624.0,29403338.0,275827.0,782066.0,86.12,53.24,35.09,9334.0,67.59,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,
GHA,Africa,Ghana,2021-06-28,95476.0,107.0,59.571,795.0,0.0,0.143,3072.641,3.444,1.917,25.585,0.0,0.005,1.19,,,,,,,,,3521.0,1252073.0,40.295,0.113,3617.0,0.116,0.017,60.3,samples tested,1232876.0,852047.0,380829.0,,233.0,3.97,2.74,1.23,7.0,42.59,31072945.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,
GIB,Europe,Gibraltar,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78047.0,39211.0,38836.0,,20.0,231.66,116.38,115.27,594.0,,33691.0,3457.1,,,,,,,,,,,,79.93,,
GRC,Europe,Greece,2021-06-28,421266.0,361.0,388.286,12663.0,8.0,14.857,40416.745,34.635,37.253,1214.903,0.768,1.425,0.59,,,,,51.539,4.945,,,38292.0,10430875.0,1000.75,3.674,31893.0,3.06,0.012,84.1,samples tested,8098959.0,4728534.0,3590937.0,70616.0,84339.0,77.7,45.37,34.45,8092.0,45.37,10423056.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,
GRL,North America,Greenland,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35554.0,25108.0,10446.0,958.0,483.0,62.63,44.23,18.4,8508.0,50.93,56772.0,0.137,,,,,,199.941,2.16,,,,,71.7,,
GRD,North America,Grenada,2021-06-28,161.0,0.0,0.0,1.0,0.0,0.0,1430.869,0.0,0.0,8.887,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,29157.0,19024.0,10133.0,,175.0,25.91,16.91,9.01,1555.0,,112519.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,
GTM,North America,Guatemala,2021-06-28,291977.0,382.0,1589.0,9089.0,39.0,50.571,16297.391,21.322,88.694,507.324,2.177,2.823,1.09,,,,,,,,,7740.0,1558097.0,86.969,0.432,5626.0,0.314,0.242,4.1,people tested,920215.0,762497.0,157718.0,2168.0,15923.0,5.14,4.26,0.88,889.0,51.85,17915567.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,
GGY,Europe,Guernsey,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79028.0,,,344.0,375.0,117.86,,,5593.0,,67052.0,,,,,,,,,,,,,,,
GIN,Africa,Guinea,2021-06-28,23744.0,52.0,29.857,168.0,0.0,0.0,1807.993,3.96,2.273,12.792,0.0,0.0,1.06,,,,,,,,,,,,,,,,,,531142.0,382506.0,148636.0,6377.0,12013.0,4.04,2.91,1.13,915.0,58.33,13132792.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,
GNB,Africa,Guinea-Bissau,2021-06-28,3846.0,0.0,3.0,69.0,0.0,0.0,1954.27,0.0,1.524,35.061,0.0,0.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,
GUY,South America,Guyana,2021-06-28,19891.0,14.0,106.714,466.0,4.0,2.429,25288.631,17.799,135.672,592.454,5.085,3.088,1.0,,,,,,,,,,,,,,,,,,335091.0,230486.0,104605.0,,2153.0,42.6,29.3,13.3,2737.0,60.19,786559.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,
HTI,North America,Haiti,2021-06-28,18212.0,249.0,164.429,413.0,13.0,6.286,1597.189,21.837,14.42,36.22,1.14,0.551,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,11402533.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,
HND,North America,Honduras,2021-06-28,260331.0,703.0,876.714,6922.0,6.0,21.429,26283.827,70.977,88.516,698.867,0.606,2.163,1.06,,,,,,,,,,,,,,,,,,684035.0,625910.0,58125.0,44229.0,26639.0,6.91,6.32,0.59,2690.0,78.7,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,
HKG,Asia,Hong Kong,2021-06-28,11920.0,3.0,4.429,210.0,0.0,0.0,1589.972,0.4,0.591,28.011,0.0,0.0,,,,,,,,,,,19443410.0,2593.496,,67130.0,8.954,0.0,25000.0,tests performed,3561376.0,2150317.0,1411059.0,50157.0,48682.0,47.5,28.68,18.82,6494.0,71.3,7496988.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,
HUN,Europe,Hungary,2021-06-28,808042.0,132.0,58.857,29989.0,9.0,4.286,83645.21,13.664,6.093,3104.339,0.932,0.444,0.72,,,289.0,29.916,,,,,11167.0,5643579.0,584.2,1.156,8699.0,0.9,0.008,121.1,tests performed,,5468205.0,4842148.0,,,,56.6,50.12,,,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,
ISL,Europe,Iceland,2021-06-28,6555.0,0.0,0.0,29.0,0.0,0.0,19208.791,0.0,0.0,84.982,0.0,0.0,-0.02,,,1.0,2.93,,,,,,,,,,,,,,386715.0,258852.0,177540.0,3133.0,4458.0,113.32,75.85,52.03,13064.0,38.89,341250.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,
IND,Asia,India,2021-06-28,30279331.0,0.0,43067.143,396730.0,0.0,1061.143,21941.474,0.0,31.208,287.485,0.0,0.769,0.68,,,,,,,,,1735781.0,399568448.0,289.541,1.258,1771536.0,1.284,0.03,33.9,samples tested,318030412.0,262916313.0,55114099.0,3189028.0,6249116.0,23.05,19.05,3.99,4528.0,81.94,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,
IDN,Asia,Indonesia,2021-06-28,2135998.0,20694.0,18793.286,57561.0,423.0,372.143,7809.19,75.657,68.708,210.443,1.546,1.361,1.4,,,,,,,,,74391.0,12678525.0,46.353,0.272,70922.0,0.259,0.193,5.2,people tested,40315983.0,27200222.0,13115761.0,1265328.0,718986.0,14.74,9.94,4.8,2629.0,,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,
OWID_INT,,International,2021-06-28,722.0,-5.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,Asia,Iran,2021-06-28,3180092.0,12351.0,10638.857,83985.0,140.0,126.286,37861.414,147.048,126.664,999.905,1.667,1.504,1.1,,,,,,,,,123901.0,23067205.0,274.633,1.475,124680.0,1.484,0.08,12.6,tests performed,4968642.0,4013642.0,955000.0,,25109.0,5.92,4.78,1.14,299.0,,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,
IRQ,Asia,Iraq,2021-06-28,1332046.0,6346.0,5620.857,17121.0,30.0,30.143,33116.935,157.772,139.744,425.657,0.746,0.749,1.12,,,,,,,,,49330.0,11414059.0,283.773,1.226,43499.0,1.081,0.117,8.6,samples tested,805363.0,548696.0,256667.0,,16649.0,2.0,1.36,0.64,414.0,64.81,40222503.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,
IRL,Europe,Ireland,2021-06-28,271589.0,329.0,324.0,4989.0,0.0,1.429,55002.07,66.629,65.616,1010.37,0.0,0.289,0.93,15.0,3.038,49.0,9.923,7.957,1.611,0.0,0.0,,,,,,,,,,3679531.0,2349219.0,,,65889.0,74.52,47.58,,13344.0,53.7,4937796.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,
IMN,Europe,Isle of Man,2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100971.0,62522.0,38449.0,1129.0,1020.0,118.74,73.53,45.22,11995.0,,85032.0,147.872,,,,,,,,,,,,81.4,,
ISR,Asia,Israel,2021-06-28,841196.0,308.0,172.286,6429.0,0.0,0.286,97185.837,35.584,19.905,742.761,0.0,0.033,2.29,17.0,1.964,41.0,4.737,7.0,0.809,26.0,3.004,20901.0,17580708.0,2031.151,2.415,36466.0,4.213,0.003,377.4,tests performed,10701509.0,5543923.0,5157586.0,6979.0,7916.0,123.64,64.05,59.59,915.0,22.22,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,
ITA,Europe,Italy,2021-06-28,4258456.0,387.0,713.714,127500.0,28.0,29.857,70432.141,6.401,11.804,2108.769,0.463,0.494,0.62,389.0,6.434,2833.0,46.856,,,,,188191.0,70577077.0,1167.3,3.113,182485.0,3.018,0.005,214.9,tests performed,49890945.0,33322097.0,17787354.0,407217.0,542674.0,82.52,55.11,29.42,8975.0,69.91,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,
JAM,North America,Jamaica,2021-06-28,50054.0,49.0,48.857,1061.0,0.0,3.857,16903.505,16.548,16.499,358.305,0.0,1.303,0.87,,,,,,,,,2612.0,429551.0,145.062,0.882,2306.0,0.779,0.023,44.1,samples tested,249983.0,172958.0,77025.0,,3976.0,8.44,5.84,2.6,1343.0,71.76,2961161.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,
JPN,Asia,Japan,2021-06-28,797084.0,1007.0,1502.571,14659.0,38.0,35.857,6302.232,7.962,11.88,115.903,0.3,0.284,0.82,,,,,,,,,60420.0,15302980.0,120.995,0.478,53952.0,0.427,0.027,37.0,people tested,40177951.0,27175489.0,13002462.0,527786.0,871664.0,31.77,21.49,10.28,6892.0,49.07,126476458.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,
JEY,Europe,Jersey,2021-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119975.0,68210.0,51765.0,,481.0,118.7,67.49,51.22,4759.0,,101073.0,,,,,,,,,,,,,,,
JOR,Asia,Jordan,2021-06-28,750389.0,605.0,484.143,9737.0,10.0,9.429,73544.909,59.295,47.45,954.314,0.98,0.924,0.87,,,,,,,,,19553.0,7758637.0,760.417,1.916,18609.0,1.824,0.025,39.2,tests performed,3522719.0,2316516.0,1206203.0,81995.0,60437.0,34.53,22.7,11.82,5923.0,,10203140.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,
KAZ,Asia,Kazakhstan,2021-06-28,478063.0,1323.0,1570.571,3527.0,3.0,2.286,25460.428,70.46,83.645,187.839,0.16,0.122,0.95,,,,,,,,,,,,,,,,,,5021117.0,3130095.0,1891022.0,70088.0,89066.0,26.74,16.67,10.07,4743.0,51.85,18776707.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,
KEN,Africa,Kenya,2021-06-28,182884.0,287.0,513.0,3612.0,17.0,21.571,3401.145,5.337,9.54,67.173,0.316,0.401,1.19,,,,,,,,,,,,,,,,,,1220151.0,998073.0,222078.0,18826.0,7999.0,2.27,1.86,0.41,149.0,,53771300.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,
KIR,Oceania,Kiribati,2021-06-28,2.0,0.0,0.0,,,0.0,16.744,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,119446.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,
OWID_KOS,Europe,Kosovo,2021-06-28,107331.0,32.0,12.0,2262.0,2.0,0.857,55532.1,16.557,6.209,1170.339,1.035,0.443,0.79,,,,,,,,,3585.0,661107.0,342.051,1.855,2105.0,1.089,0.005,204.6,tests performed,133868.0,116057.0,17811.0,,5084.0,6.93,6.0,0.92,2630.0,,1932774.0,168.155,,,,9795.834,0.6,,,,,,,,,
KWT,Asia,Kuwait,2021-06-28,353133.0,1652.0,1738.0,1943.0,10.0,9.429,82690.034,386.834,406.972,454.975,2.342,2.208,1.15,,,,,,,,,14678.0,2879549.0,674.279,3.437,13019.0,3.049,0.134,7.5,tests performed,3100000.0,,,,36571.0,72.59,,,8564.0,50.93,4270563.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,
KGZ,Asia,Kyrgyzstan,2021-06-28,121946.0,1081.0,904.429,1982.0,5.0,6.429,18691.36,165.691,138.627,303.792,0.766,0.985,1.28,,,,,,,,,,,,,,,,,,173700.0,99900.0,73800.0,,2723.0,2.66,1.53,1.13,417.0,54.63,6524191.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,
LAO,Asia,Laos,2021-06-28,2110.0,0.0,8.0,3.0,0.0,0.0,290.012,0.0,1.1,0.412,0.0,0.0,0.8,,,,,,,,,1159.0,289377.0,39.774,0.159,1338.0,0.184,0.005,210.6,people tested,1408531.0,884428.0,524103.0,26522.0,28522.0,19.36,12.16,7.2,3920.0,69.44,7275556.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,
LVA,Europe,Latvia,2021-06-28,137240.0,30.0,55.714,2503.0,0.0,1.0,72759.97,15.905,29.538,1327.005,0.0,0.53,0.7,,,193.0,102.322,77.122,40.887,131.503,69.718,2361.0,2817641.0,1493.817,1.252,5047.0,2.676,0.013,75.8,tests performed,1101405.0,643763.0,509432.0,1646.0,3939.0,58.39,34.13,27.01,2088.0,41.67,1886202.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,
LBN,Asia,Lebanon,2021-06-28,544520.0,66.0,138.429,7845.0,2.0,2.857,79777.984,9.67,20.281,1149.376,0.293,0.419,0.81,,,,,,,,,,4731376.0,693.197,,14688.0,2.152,,,tests performed,1253918.0,852887.0,401031.0,6653.0,17607.0,18.37,12.5,5.88,2580.0,71.3,6825442.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,
LSO,Africa,Lesotho,2021-06-28,11239.0,0.0,18.857,329.0,0.0,0.0,5246.348,0.0,8.802,153.577,0.0,0.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142252.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,
LBR,Africa,Liberia,2021-06-28,3794.0,58.0,97.857,123.0,3.0,3.429,750.147,11.468,19.348,24.319,0.593,0.678,1.98,,,,,,,,,,,,,,,,,,76642.0,74372.0,2270.0,1847.0,1236.0,1.52,1.47,0.04,244.0,51.85,5057677.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,
LBY,Africa,Libya,2021-06-28,192786.0,316.0,249.714,3191.0,4.0,1.857,28056.753,45.988,36.342,464.396,0.582,0.27,0.96,,,,,,,,,4506.0,,,0.656,,,,,samples tested,370066.0,370066.0,,,2665.0,5.39,5.39,,388.0,50.93,6871287.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,
LIE,Europe,Liechtenstein,2021-06-28,3034.0,2.0,0.857,59.0,0.0,0.0,79555.288,52.443,22.475,1547.054,0.0,0.0,0.25,,,,,,,,,56.0,50320.0,1319.454,1.468,120.0,3.147,0.012,83.3,tests performed,30557.0,18462.0,12095.0,296.0,279.0,80.12,48.41,31.71,7316.0,,38137.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,
LTU,Europe,Lithuania,2021-06-28,278689.0,15.0,40.286,4381.0,1.0,2.0,102372.965,5.51,14.798,1609.306,0.367,0.735,0.47,,,230.0,84.488,16.563,6.084,47.741,17.537,10384.0,3825057.0,1405.087,3.814,10529.0,3.868,0.008,125.0,tests performed,2215193.0,1228009.0,987184.0,6165.0,17682.0,81.37,45.11,36.26,6495.0,44.44,2722291.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,
LUX,Europe,Luxembourg,2021-06-28,70642.0,42.0,15.286,818.0,0.0,0.0,112850.972,67.095,24.419,1306.759,0.0,0.0,0.53,2.0,3.195,5.0,7.988,,,,,8855.0,3050927.0,4873.872,14.146,6871.0,10.976,0.002,593.8,tests performed,512584.0,316538.0,196046.0,6598.0,6320.0,81.89,50.57,31.32,10096.0,41.67,625976.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,
MAC,Asia,Macao,2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325418.0,228119.0,98665.0,3897.0,4775.0,50.12,35.13,15.19,7354.0,28.7,649342.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,
MDG,Africa,Madagascar,2021-06-28,42194.0,0.0,8.143,909.0,3.0,0.857,1523.743,0.0,0.294,32.827,0.108,0.031,0.65,,,,,,,,,576.0,213591.0,7.713,0.021,375.0,0.014,0.062,16.1,tests performed,196291.0,196291.0,,13544.0,4370.0,0.71,0.71,,158.0,67.59,27691019.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,
MWI,Africa,Malawi,2021-06-28,35709.0,80.0,113.571,1187.0,5.0,2.286,1866.654,4.182,5.937,62.049,0.261,0.119,1.75,,,,,,,,,,260001.0,13.591,,,,,,samples tested,427730.0,385114.0,42616.0,290.0,1967.0,2.24,2.01,0.22,103.0,37.04,19129955.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,
MYS,Asia,Malaysia,2021-06-28,739266.0,5218.0,5463.857,5001.0,57.0,74.857,22840.822,161.219,168.815,154.514,1.761,2.313,0.93,,,,,,,,,74542.0,14127888.0,436.504,2.303,74708.0,2.308,0.073,13.7,people tested,7226949.0,5204993.0,2021956.0,187877.0,223400.0,22.33,16.08,6.25,6902.0,78.7,32365998.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,
MDV,Asia,Maldives,2021-06-28,73482.0,155.0,190.429,209.0,0.0,0.429,135941.333,286.749,352.292,386.649,0.0,0.793,0.59,,,,,,,,,4959.0,994374.0,1839.587,9.174,4553.0,8.423,0.041,24.1,samples tested,502546.0,315975.0,186571.0,1053.0,841.0,92.97,58.46,34.52,1556.0,,540542.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,
MLI,Africa,Mali,2021-06-28,14419.0,2.0,4.857,525.0,0.0,0.143,712.02,0.099,0.24,25.925,0.0,0.007,0.79,,,,,,,,,,,,,,,,,,179634.0,133317.0,46317.0,,1429.0,0.89,0.66,0.23,71.0,44.44,20250834.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,
MLT,Europe,Malta,2021-06-28,30612.0,6.0,3.143,420.0,0.0,0.0,69330.229,13.589,7.118,951.218,0.0,0.0,1.16,,,,,,,0.0,0.0,2271.0,971975.0,2201.334,5.143,1794.0,4.063,0.001,966.1,tests performed,653005.0,356128.0,309871.0,2594.0,3880.0,147.89,80.66,70.18,8787.0,49.07,441539.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,
MHL,Oceania,Marshall Islands,2021-06-28,4.0,0.0,0.0,,,0.0,67.574,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59194.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,
MRT,Africa,Mauritania,2021-06-28,20676.0,41.0,44.429,487.0,1.0,0.857,4446.777,8.818,9.555,104.739,0.215,0.184,0.96,,,,,,,,,,,,,,,,,,142362.0,135460.0,6902.0,2532.0,11641.0,3.06,2.91,0.15,2504.0,,4649660.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,
MUS,Africa,Mauritius,2021-06-28,1833.0,0.0,18.857,18.0,0.0,0.0,1441.302,0.0,14.828,14.154,0.0,0.0,0.88,,,,,,,,,,,,,,,,,,706948.0,486034.0,220914.0,,20570.0,55.59,38.22,17.37,16174.0,,1271767.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,
MEX,North America,Mexico,2021-06-28,2507453.0,1661.0,4128.857,232608.0,44.0,194.857,19447.758,12.883,32.023,1804.103,0.341,1.511,1.1,,,,,,,,,9027.0,6963371.0,54.008,0.07,11776.0,0.091,0.245,4.1,people tested,43753814.0,30009547.0,18863087.0,384718.0,531784.0,33.94,23.28,14.63,4125.0,33.33,128932753.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,
FSM,Oceania,Micronesia (country),2021-06-28,1.0,0.0,0.0,,,0.0,8.694,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115021.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,
